datum_ujeda,rasa,pol,sterilisan,distrikt,poštanski_broj
2017-01-14,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-01-15,Terrier,Nepoznato,Ne,Ostrvo Stejtn,10308
2017-01-18,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10301
2017-01-20,Labrador Retriever,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-01-22,Australian Shepherd,Mužjak,Da,Ostrvo Stejtn,10303
2017-01-18,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10308
2017-01-28,Pit Bull Mix,Mužjak,Da,Ostrvo Stejtn,10308
2017-01-28,Pit Bull,Ženka,Da,Ostrvo Stejtn,10306
2017-01-30,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10302
2017-01-31,Beagle,Mužjak,Da,Ostrvo Stejtn,10314
2017-02-01,German Shepherd,Mužjak,Da,Ostrvo Stejtn,10314
2017-01-30,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-02-06,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10312
2017-02-05,Lhasa Apso Mix,Mužjak,Da,Ostrvo Stejtn,10306
2017-02-06,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10303
2017-02-06,Yorkshire Terrier,Mužjak,Da,Ostrvo Stejtn,10312
2017-02-07,Akita,Mužjak,Ne,Ostrvo Stejtn,NA
2017-02-08,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10310
2017-02-12,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10303
2017-02-18,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-02-18,Brussel-Pu,Mužjak,Da,Ostrvo Stejtn,10314
2017-02-20,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-02-13,Puggle,Ženka,Da,Ostrvo Stejtn,10305
2017-02-14,Pit Bull Mix,Ženka,Ne,Ostrvo Stejtn,10301
2017-02-17,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10303
2017-02-18,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10303
2017-02-24,Beagle,Ženka,Ne,Ostrvo Stejtn,10314
2017-02-25,Chihuahua,Mužjak,Da,Ostrvo Stejtn,10306
2017-02-24,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-02-27,Jack Russ,Ženka,Ne,Ostrvo Stejtn,10312
2017-03-06,Pit Bull,Ženka,Da,Ostrvo Stejtn,10301
2017-03-09,Bull Dog,Mužjak,Ne,Ostrvo Stejtn,10304
2017-03-03,Pit Bull,Ženka,Da,Ostrvo Stejtn,10301
2017-03-16,Schnauzer Poodle Mix,Mužjak,Ne,Ostrvo Stejtn,10306
2017-02-28,Jack Russ,Mužjak,Da,Ostrvo Stejtn,10312
2017-03-19,Dalmatian,Mužjak,Da,Ostrvo Stejtn,10306
2017-03-19,Boxer,Mužjak,Da,Ostrvo Stejtn,NA
2017-03-20,Schnauzer,Nepoznato,Ne,Ostrvo Stejtn,10309
2017-03-20,Sheperd,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-03-21,Boston Terrier,Mužjak,Da,Ostrvo Stejtn,10314
2017-03-21,Boxer,Mužjak,Da,Ostrvo Stejtn,10309
2017-03-21,Pekingese -Poodie Mix,Mužjak,Da,Ostrvo Stejtn,10314
2017-03-19,Labrador - Pit Bull Mix,Mužjak,Da,Ostrvo Stejtn,10309
2017-03-15,Pit Bull - Beagle Mix,Mužjak,Da,Ostrvo Stejtn,10312
2017-03-20,German Shepherd,Nepoznato,Ne,Ostrvo Stejtn,10309
2017-03-21,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10312
2017-03-23,Scottish Terrier,Mužjak,Da,Ostrvo Stejtn,10314
2017-03-24,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10314
2017-03-21,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10306
2017-03-19,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Ostrvo Stejtn,10301
2017-03-25,Terrier,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-03-23,Golden Retriever,Ženka,Da,Ostrvo Stejtn,10309
2017-03-28,Terrier,Nepoznato,Ne,Ostrvo Stejtn,10308
2017-03-21,Maltese,Mužjak,Da,Ostrvo Stejtn,10310
2017-04-01,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,NA
2017-04-01,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,NA
2017-04-03,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-04-08,Chihuahua Mix,Mužjak,Da,Ostrvo Stejtn,10314
2017-04-07,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10310
2017-04-08,Yorkshire Terrier,Nepoznato,Ne,Ostrvo Stejtn,10312
2017-04-10,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-04-09,Pug Mix,Ženka,Ne,Ostrvo Stejtn,10312
2017-04-10,Shih Tzu,Nepoznato,Ne,Ostrvo Stejtn,10304
2017-04-11,Husky,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-04-11,Pit Bull,Ženka,Da,Ostrvo Stejtn,10314
2017-04-12,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10310
2017-04-15,Cane Corso,Mužjak,Ne,Ostrvo Stejtn,10306
2017-04-18,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10305
2017-04-14,Rhodesian Ridgeback,Mužjak,Ne,Ostrvo Stejtn,10310
2017-04-13,Bull Dog-French,Mužjak,Ne,Ostrvo Stejtn,NA
2017-04-13,Maltese,Mužjak,Ne,Ostrvo Stejtn,10304
2017-04-03,Italian Masiff,Mužjak,Ne,Ostrvo Stejtn,10306
2017-04-03,Italian Masif,Mužjak,Ne,Ostrvo Stejtn,10306
2017-04-16,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10308
2017-04-17,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,NA
2017-04-16,German Shepherd,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-04-02,Mixed-Other,Mužjak,Da,Ostrvo Stejtn,10312
2017-04-28,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10310
2017-04-29,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,10305
2017-05-02,Maltese,Mužjak,Da,Ostrvo Stejtn,10309
2017-05-02,Bosten Terrier- French Bull Dog,Mužjak,Da,Ostrvo Stejtn,10314
2017-05-01,Pit Bull,Ženka,Da,Ostrvo Stejtn,10306
2017-04-30,Beaver Terriers,Mužjak,Da,Ostrvo Stejtn,10314
2017-05-03,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10303
2017-05-02,Yorkshire Terrier,Ženka,Ne,Ostrvo Stejtn,10304
2017-05-06,Labrador-Staffordshire,Mužjak,Da,Ostrvo Stejtn,10314
2017-05-07,Chihuahua Crossbreed,Mužjak,Da,Ostrvo Stejtn,10314
2017-05-08,Portuguese Water Dog,Mužjak,Da,Ostrvo Stejtn,10306
2017-05-08,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,NA
2017-04-27,Shiba Inu,Ženka,Ne,Ostrvo Stejtn,10308
2017-05-02,Hound Mutt Mix,Mužjak,Da,Ostrvo Stejtn,10309
2017-05-11,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10306
2017-05-12,Chihuahua,Mužjak,Da,Ostrvo Stejtn,NA
2017-05-14,Yorkshire Terrier,Mužjak,Da,Ostrvo Stejtn,10306
2017-05-13,Maltese,Nepoznato,Da,Ostrvo Stejtn,NA
2017-05-19,German Shepherd,Mužjak,Da,Ostrvo Stejtn,NA
2017-05-19,Shih Tzu,Mužjak,Ne,Ostrvo Stejtn,NA
2017-05-16,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,10309
2017-05-19,Labrador Retriever Crossbreed,Mužjak,Da,Ostrvo Stejtn,10306
2017-05-22,Maltipoo,Mužjak,Da,Ostrvo Stejtn,10307
2017-05-23,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10309
2017-05-23,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,10314
2017-05-26,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10314
2017-05-28,Labrador Retriever,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-05-30,German Shepherd,Ženka,Da,Ostrvo Stejtn,10309
2017-05-21,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10301
2017-05-31,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10314
2017-06-03,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-06-05,American Staffordshire Terrier,Ženka,Ne,Ostrvo Stejtn,10314
2017-06-05,Siberian Husky,Mužjak,Ne,Ostrvo Stejtn,10312
2017-06-06,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-06-04,Chihuahua,Mužjak,Da,Ostrvo Stejtn,10304
2017-05-31,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,NA
2017-05-31,Boston Terrier,Mužjak,Da,Ostrvo Stejtn,NA
2017-06-07,Jack Russ,Mužjak,Da,Ostrvo Stejtn,10305
2017-06-08,Miniature Pinscher,Mužjak,Da,Ostrvo Stejtn,10308
2017-06-07,Beagle Mix,Mužjak,Da,Ostrvo Stejtn,10305
2017-06-07,Mixed Breed,Mužjak,Da,Ostrvo Stejtn,10312
2017-06-08,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10312
2017-06-08,Cane Corso,Mužjak,Ne,Ostrvo Stejtn,10306
2017-06-12,English Terrior,Mužjak,Ne,Ostrvo Stejtn,NA
2017-06-10,Great Dane,Mužjak,Ne,Ostrvo Stejtn,10312
2017-06-15,Chihuahua,Mužjak,Da,Ostrvo Stejtn,10310
2017-06-18,Rottweiler,Mužjak,Ne,Ostrvo Stejtn,10306
2017-06-16,Springer Spaniel,Mužjak,Da,Ostrvo Stejtn,NA
2017-06-20,Shiba Inu,Ženka,Da,Ostrvo Stejtn,10310
2017-06-20,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10314
2017-06-21,Shih Tzu- Poodle Mix,Ženka,Da,Ostrvo Stejtn,10310
2017-06-15,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10304
2017-06-22,Shiba Inu,Mužjak,Ne,Ostrvo Stejtn,10314
2017-06-22,German Shepherd,Mužjak,Da,Ostrvo Stejtn,10314
2017-06-23,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-06-25,Maltese,Ženka,Ne,Ostrvo Stejtn,10301
2017-06-24,Rottweiler,Ženka,Ne,Ostrvo Stejtn,NA
2017-06-25,Rottweiler,Ženka,Da,Ostrvo Stejtn,10314
2017-06-22,Golden Retriever- Basset Hound,Mužjak,Da,Ostrvo Stejtn,10312
2017-06-26,German Shepherd,Ženka,Ne,Ostrvo Stejtn,10307
2017-07-02,Chihuahua,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-07-01,Collie-Rough Coat,Mužjak,Ne,Ostrvo Stejtn,10312
2017-07-03,Staffordshire Bull Terrier,Mužjak,Ne,Ostrvo Stejtn,10314
2017-06-26,Boxer,Ženka,Da,Ostrvo Stejtn,10308
2017-07-06,Cocker Spaniel,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-07-06,Pomeranian,Ženka,Da,Ostrvo Stejtn,10301
2017-07-10,Silky Terrier,Mužjak,Ne,Ostrvo Stejtn,NA
2017-07-09,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10305
2017-07-11,Poodle-Miniature,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-07-04,Pit Bull Mix,Ženka,Ne,Ostrvo Stejtn,10314
2017-07-11,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10312
2017-07-16,German Shepherd,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-07-17,Yorkshire Terrier,Mužjak,Ne,Ostrvo Stejtn,10304
2017-07-17,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10302
2017-07-21,Chihuahua,Mužjak,Da,Ostrvo Stejtn,10314
2017-07-08,Beagle,Mužjak,Da,Ostrvo Stejtn,10303
2017-07-24,Rottweiler,Mužjak,Ne,Ostrvo Stejtn,10312
2017-07-27,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10301
2017-07-27,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10301
2017-07-30,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10306
2017-07-30,Yorkshire Terrier,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-01,German Shepherd,Mužjak,Da,Ostrvo Stejtn,10314
2017-07-28,Pit Bull,Ženka,Ne,Ostrvo Stejtn,NA
2017-08-02,Akita,Mužjak,Ne,Ostrvo Stejtn,NA
2017-08-02,Mastiff-Bull,Mužjak,Ne,Ostrvo Stejtn,10309
2017-07-23,Shih Tzu,Mužjak,Ne,Ostrvo Stejtn,10309
2017-07-20,Mixed-Other,Mužjak,Da,Ostrvo Stejtn,10312
2017-07-21,Chihuahua,Mužjak,Ne,Ostrvo Stejtn,10314
2017-07-27,Pit Bull Mix,Ženka,Da,Ostrvo Stejtn,NA
2017-07-28,Jack Russ,Ženka,Da,Ostrvo Stejtn,10309
2017-08-05,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10309
2017-08-05,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10312
2017-08-06,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10305
2017-08-04,Chihuahua,Mužjak,Ne,Ostrvo Stejtn,10314
2017-08-10,Beagle,Mužjak,Da,Ostrvo Stejtn,10314
2017-08-10,Mixed-Other,Mužjak,Da,Ostrvo Stejtn,10308
2017-08-10,Rottweiler,Mužjak,Ne,Ostrvo Stejtn,NA
2017-08-15,Beagle,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-16,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10301
2017-08-14,Rottweiler,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-14,Rottweiler,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-13,Siberian Husky,Mužjak,Ne,Ostrvo Stejtn,10309
2017-08-13,Bull Dog,Nepoznato,Ne,Ostrvo Stejtn,10309
2017-08-11,American Bull Dog,Mužjak,Ne,Ostrvo Stejtn,10305
2017-08-20,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-23,Boston Terrier,Mužjak,Da,Ostrvo Stejtn,NA
2017-08-23,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10312
2017-08-23,Yorkshire Terrier,Ženka,Da,Ostrvo Stejtn,10306
2017-08-25,Mixed Breed,Nepoznato,Ne,Ostrvo Stejtn,10305
2017-08-26,German Shepherd,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-08-30,Cocker Spaniel,Mužjak,Da,Ostrvo Stejtn,10306
2017-08-25,American Pit Bull Terrier-Pit Bull,Ženka,Da,Ostrvo Stejtn,10302
2017-08-30,Yorkshire Terrier,Mužjak,Da,Ostrvo Stejtn,10314
2017-08-31,Australian Shepherd,Nepoznato,Da,Ostrvo Stejtn,NA
2017-09-04,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10301
2017-09-04,German Shepherd,Mužjak,Da,Ostrvo Stejtn,10302
2017-09-05,American Staffordshire Terrier,Ženka,Da,Ostrvo Stejtn,10306
2017-08-27,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-09-03,Chow Chow,Mužjak,Ne,Ostrvo Stejtn,NA
2017-09-04,Hound Mix,Ženka,Da,Ostrvo Stejtn,NA
2017-09-06,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10303
2017-09-08,Mixed-Other,Mužjak,Ne,Ostrvo Stejtn,10310
2017-09-01,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10308
2017-09-10,Chihuahua,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-09-10,Shitzu Mix,Mužjak,Da,Ostrvo Stejtn,10312
2017-09-18,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-09-17,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10312
2017-09-17,Terrier Mix,Mužjak,Ne,Ostrvo Stejtn,10309
2017-09-20,Mastiff-Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-09-20,Bull Dog,Nepoznato,Ne,Ostrvo Stejtn,10312
2017-09-19,Terrier-Jack Russ,Mužjak,Da,Ostrvo Stejtn,10301
2017-09-24,Shih Tzu,Mužjak,Da,Ostrvo Stejtn,10314
2017-10-01,Dachshund Smooth Coat,Mužjak,Ne,Ostrvo Stejtn,10312
2017-10-02,Labrador Retriever,Mužjak,Ne,Ostrvo Stejtn,10301
2017-10-03,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10304
2017-10-03,Laborador Mastiff,Mužjak,Da,Ostrvo Stejtn,10308
2017-10-03,Mixed-Other,Mužjak,Da,Ostrvo Stejtn,10309
2017-09-22,Dachshund-Wirehaired-Miniature,Mužjak,Da,Ostrvo Stejtn,10306
2017-10-05,Labrador - Great Dane Mix,Ženka,Da,Ostrvo Stejtn,10305
2017-09-29,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,NA
2017-10-04,Golden Retriever,Mužjak,Ne,Ostrvo Stejtn,10312
2017-10-09,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10306
2017-10-11,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,10310
2017-10-12,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10307
2017-10-13,Labrador Retriever,Nepoznato,Ne,Ostrvo Stejtn,10303
2017-10-15,Rottweiler,Mužjak,Ne,Ostrvo Stejtn,10314
2017-10-16,Pomeranian,Ženka,Da,Ostrvo Stejtn,10312
2017-10-19,Yorkshire Terrier,Nepoznato,Ne,Ostrvo Stejtn,10312
2017-10-18,Labrador Retriever,Mužjak,Da,Ostrvo Stejtn,10308
2017-10-20,American Staffordshire Terrier,Mužjak,Da,Ostrvo Stejtn,10312
2017-10-23,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-10-24,West High White Terrier,Ženka,Da,Ostrvo Stejtn,10309
2017-10-21,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10304
2017-10-26,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10304
2017-10-29,Shih Tzu,Ženka,Ne,Ostrvo Stejtn,10314
2017-10-31,Saint Bernard,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-10-31,Chihuahua,Mužjak,Da,Ostrvo Stejtn,10310
2017-11-03,Lhasa Apso,Ženka,Ne,Ostrvo Stejtn,10308
2017-10-22,Beagle Mixed,Mužjak,Da,Ostrvo Stejtn,10312
2017-11-05,West High White Terrier,Mužjak,Da,Ostrvo Stejtn,10312
2017-11-04,Yorkshire Terrier,Mužjak,Da,Ostrvo Stejtn,10314
2017-11-02,Medium Mixed Breed,Mužjak,Ne,Ostrvo Stejtn,10312
2017-10-30,Australian Shepherd,Mužjak,Da,Ostrvo Stejtn,NA
2017-11-06,Norfolk Terrier,Mužjak,Da,Ostrvo Stejtn,10314
2017-11-06,Cocker Spaniel,Mužjak,Da,Ostrvo Stejtn,10312
2017-11-07,Shih Tzu Habanese Mix,Mužjak,Da,Ostrvo Stejtn,10312
2017-11-15,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Ostrvo Stejtn,10314
2017-11-15,Pointer,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-11-10,Boxer & Pit Bull Mix,Ženka,Ne,Ostrvo Stejtn,10314
2017-11-19,Cane Corso,Mužjak,Da,Ostrvo Stejtn,10314
2017-11-09,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10303
2017-11-16,Maltese,Mužjak,Da,Ostrvo Stejtn,10312
2017-11-23,Pit Bull Mix,Ženka,Da,Ostrvo Stejtn,10308
2017-11-27,German Shepherd,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-11-28,Boxer- Pit Bull Mix,Mužjak,Da,Ostrvo Stejtn,10314
2017-11-29,Yorkshire Terrier,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-05,German Shepherd,Mužjak,Ne,Ostrvo Stejtn,NA
2017-12-07,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-10,Shih Tzu,Mužjak,Da,Ostrvo Stejtn,10312
2017-12-10,Maltese,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-02,Pit Bull,Mužjak,Da,Ostrvo Stejtn,10310
2017-12-09,Australian Shepherd,Mužjak,Ne,Ostrvo Stejtn,10310
2017-11-30,Rottweiler,Mužjak,Ne,Ostrvo Stejtn,10305
2017-12-12,Terrier,Ženka,Ne,Ostrvo Stejtn,10304
2017-12-13,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10303
2017-12-14,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-15,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10301
2017-12-17,Nepoznata,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-14,Maltese,Mužjak,Ne,Ostrvo Stejtn,10304
2017-12-18,Mixed-Other,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-17,Pit Bull,Ženka,Ne,Ostrvo Stejtn,NA
2017-12-09,Mutt,Mužjak,Ne,Ostrvo Stejtn,10312
2017-12-21,Shih Tzu,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-12-21,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,10303
2017-12-24,Chiweenie Mix,Mužjak,Da,Ostrvo Stejtn,10303
2017-12-24,Dunker,Ženka,Da,Ostrvo Stejtn,10303
2017-12-21,Schnauzer-Miniature,Mužjak,Da,Ostrvo Stejtn,10312
2017-12-28,Mixed-Other,Ženka,Ne,Ostrvo Stejtn,10308
